Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Line Item Insurance (USD),YEAR,MONTH,QUARTER,DAY
111-MZ-T30,FPQ-12421,SO-45900,DN-3564,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-03-28,28-Mar-14,4-Apr-14,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,180194,1958708.78,10.87,0.36,"Aurobindo Unit VII, IN",Yes,2422.92,2014,3,1,28
104-CI-T30,FPQ-11253,SO-44221,DN-3566,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2014-04-11,11-Apr-14,28-Apr-14,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,70300,473119.0,6.73,0.11,Mylan (formerly Matrix) Nashik,Yes,585.25,2014,4,2,11
104-CI-T30,FPQ-12800,SO-46361,DN-3567,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2014-03-28,26-Mar-14,28-Apr-14,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,2867,6020.7,2.1,0.01,"Aurobindo Unit III, India",Yes,7.45,2014,3,1,28
103-ZW-T30,FPQ-13109,SO-46960,DN-3572,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2014-03-31,24-Mar-14,4-Apr-14,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,595,5063.45,8.51,0.04,"Aurobindo Unit III, India",Yes,5.21,2014,3,1,31
107-RW-T30,FPQ-12766,SO-46480,DN-3579,Rwanda,PMO - US,From RDC,N/A - From RDC,Truck,2014-03-28,2-Apr-14,14-Apr-14,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,49998,412983.48,8.26,0.14,"Aurobindo Unit III, India",No,510.86,2014,3,1,28
111-MZ-T30,FPQ-13123,SO-47083,DN-3580,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-04-15,14-Apr-14,17-Apr-14,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,54997,454275.22,8.26,0.14,"Aurobindo Unit III, India",No,466.99,2014,4,2,15
111-MZ-T30,FPQ-13123,SO-47083,DN-3580,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-04-15,14-Apr-14,17-Apr-14,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,4629,51613.35,11.15,0.37,"Aurobindo Unit VII, IN",No,53.06,2014,4,2,15
103-SS-T30,FPQ-13173,SO-47100,DN-3581,South Sudan,PMO - US,From RDC,N/A - From RDC,Air,2014-03-31,21-Mar-14,26-Mar-14,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,507,10175.49,20.07,0.17,"Aurobindo Unit III, India",No,10.46,2014,3,1,31
105-GY-T30,FPQ-13071,SO-46800,DN-3585,Guyana,PMO - US,From RDC,N/A - From RDC,Air,2014-03-31,3-Apr-14,6-Jun-14,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,287,2009.0,7.0,0.12,Mylan (formerly Matrix) Nashik,No,2.07,2014,3,1,31
105-GY-T30,FPQ-13071,SO-46800,DN-3585,Guyana,PMO - US,From RDC,N/A - From RDC,Air,2014-03-31,3-Apr-14,6-Jun-14,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,190,399.0,2.1,0.01,"Aurobindo Unit III, India",No,0.41,2014,3,1,31
105-GH-T30,FPQ-13609,SO-47930,DN-3590,Ghana,PMO - US,From RDC,N/A - From RDC,Air,2014-04-07,7-Apr-14,17-Apr-14,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,16834,182985.58,10.87,0.36,Mylan (formerly Matrix) Nashik,Yes,188.11,2014,4,2,7
104-CI-T30,FPQ-12800,SO-46430,DN-3599,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2014-04-30,14-Apr-14,22-May-14,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,4400,17776.0,4.04,0.13,Mylan (formerly Matrix) Nashik,Yes,21.99,2014,4,2,30
151-NG-T30,FPQ-13293,SO-47281,DN-3622,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2014-05-06,17-Apr-14,2-May-14,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,10819,23260.85,2.15,0.04,Mylan (formerly Matrix) Nashik,Yes,23.91,2014,5,2,6
105-GY-T30,FPQ-13567,SO-47730,DN-3626,Guyana,PMO - US,From RDC,N/A - From RDC,Air,2014-06-30,14-Apr-14,6-Jun-14,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,176,369.6,2.1,0.01,"Aurobindo Unit III, India",No,0.38,2014,6,2,30
111-MZ-T30,FPQ-13123,SO-47084,DN-3627,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-06-03,3-Jun-14,11-Jun-14,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,100000,811000.0,8.11,0.14,Hetero Unit III Hyderabad IN,No,833.71,2014,6,2,3
111-MZ-T30,FPQ-13124,SO-47041,DN-3628,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-06-14,24-Jun-14,14-Jul-14,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,127671,1423531.65,11.15,0.37,Hetero Unit III Hyderabad IN,No,1463.39,2014,6,2,14
105-GY-T30,FPQ-13567,SO-47740,DN-3640,Guyana,PMO - US,From RDC,N/A - From RDC,Air,2014-06-30,25-Apr-14,13-May-14,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,36,301.68,8.38,0.03,"Aurobindo Unit III, India",Yes,0.31,2014,6,2,30
107-RW-T30,FPQ-12766,SO-46486,DN-3641,Rwanda,PMO - US,From RDC,N/A - From RDC,Truck,2014-05-05,6-May-14,20-Jun-14,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,15862,128640.82,8.11,0.14,"Aurobindo Unit III, India",Yes,159.13,2014,5,2,5
107-RW-T30,FPQ-12766,SO-46485,DN-3642,Rwanda,PMO - US,From RDC,N/A - From RDC,Truck,2014-05-05,6-Jun-14,20-Jun-14,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,30205,325609.9,10.78,0.36,Mylan (formerly Matrix) Nashik,No,402.78,2014,5,2,5
110-ZM-T30,FPQ-13221,SO-47201,DN-3648,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2014-05-06,19-May-14,12-Jun-14,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,27900,129456.0,4.64,0.15,Ranbaxy per Shasun Pharma Ltd,Yes,133.08,2014,5,2,6
101-CD-T30,FPQ-13554,SO-47631,DN-3654,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2014-08-15,15-Aug-14,5-Sep-14,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,1000,5500.0,5.5,0.09,"Aurobindo Unit III, India",Yes,5.65,2014,8,3,15
104-CI-T30,FPQ-13142,SO-47130,DN-3655,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2014-04-21,1-May-14,11-Jun-14,ARV,Adult,SCMS from RDC,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,489,6611.28,13.52,0.45,Mylan (formerly Matrix) Nashik,No,6.8,2014,4,2,21
111-MZ-T30,FPQ-13123,SO-47086,DN-3695,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-07-31,25-Jul-14,5-Sep-14,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,74623,605192.53,8.11,0.14,"Cipla, Goa, India",Yes,622.14,2014,7,3,31
107-RW-T30,FPQ-12766,SO-46501,DN-3699,Rwanda,PMO - US,From RDC,N/A - From RDC,Truck,2014-06-27,6-Jul-14,5-Aug-14,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,53705,249191.2,4.64,0.15,Hetero Unit III Hyderabad IN,Yes,308.25,2014,6,2,27
104-CI-T30,FPQ-13142,SO-47155,DN-3708,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2014-06-04,3-Jun-14,11-Jun-14,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,6738,14149.8,2.1,0.01,"Aurobindo Unit III, India",Yes,14.55,2014,6,2,4
109-TZ-T30,FPQ-12587,SO-46006,DN-3709,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2014-06-30,10-Jun-14,12-Jun-14,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,34733,199367.42,5.74,0.19,Mylan (formerly Matrix) Nashik,Yes,246.62,2014,6,2,30
109-TZ-T30,FPQ-13566,SO-47652,DN-3643,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2014-06-30,6-Jun-14,20-Jun-14,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,43479,516965.31,11.89,0.4,Mylan (formerly Matrix) Nashik,Yes,531.44,2014,6,2,30
102-BI-T30,FPQ-13627,SO-47670,DN-3712,Burundi,PMO - US,From RDC,N/A - From RDC,Air,2014-05-30,25-Jun-14,1-Jul-14,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,200,4008.0,20.04,0.17,Mylan (formerly Matrix) Nashik,No,4.12,2014,5,2,30
102-BI-T30,FPQ-12602,SO-46023,DN-3739,Burundi,PMO - US,From RDC,N/A - From RDC,Air,2014-06-16,4-Jun-14,9-Jul-14,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,112,2207.52,19.71,0.16,Mylan (formerly Matrix) Nashik,No,2.73,2014,6,2,16
111-MZ-T30,FPQ-13123,SO-47092,DN-3752,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-07-31,25-Jul-14,5-Sep-14,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,24768,61672.32,2.49,0.04,Hetero Unit III Hyderabad IN,Yes,63.4,2014,7,3,31
109-TZ-T30,FPQ-13042,SO-46701,DN-3762,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,2014-07-31,25-Sep-14,6-Oct-14,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 100 ml",Nevirapine,Generic,10mg/ml,Oral suspension,100,43293,56280.9,1.3,0.01,"Aurobindo Unit III, India",No,69.62,2014,7,3,31
110-ZM-T30,FPQ-13221,SO-47200,DN-3888,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2014-08-29,23-Sep-14,17-Oct-14,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,17801,82418.63,4.63,0.15,"Aurobindo Unit VII, IN",Yes,84.73,2014,8,3,29
104-CI-T30,FPQ-13628,SO-47871,DN-3897,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2014-09-30,8-Sep-14,19-Sep-14,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,697,1387.03,1.99,0.03,"Cipla, Goa, India",Yes,1.43,2014,9,3,30
110-ZM-T30,FPQ-14105,SO-48652,DN-3877,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2014-09-04,23-Sep-14,17-Oct-14,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,35000,228200.0,6.52,0.11,Hetero Unit III Hyderabad IN,No,234.59,2014,9,3,4
151-NG-T30,FPQ-12801,SO-46540,DN-3790,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2014-06-30,20-Jun-14,25-Jun-14,ARV,Pediatric,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Abacavir/Lamivudine,Generic,60/30mg,Tablet - FDC,60,27137,110990.33,4.09,0.07,Mylan (formerly Matrix) Nashik,Yes,137.3,2014,6,2,30
104-CI-T30,FPQ-13142,SO-47135,DN-3798,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2014-07-09,9-Jul-14,7-Aug-14,ARV,Adult,SCMS from RDC,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,71,959.92,13.52,0.45,"Cipla, Patalganga, India",Yes,0.99,2014,7,3,9
104-CI-T30,FPQ-13628,SO-47870,DN-3799,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2014-07-15,9-Jul-14,7-Aug-14,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,7303,14532.97,1.99,0.03,Mylan (formerly Matrix) Nashik,Yes,14.94,2014,7,3,15
102-BI-T30,FPQ-14112,SO-48610,DN-3804,Burundi,PMO - US,From RDC,N/A - From RDC,Air,2014-07-31,25-Jul-14,1-Aug-14,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,1056,8564.16,8.11,0.14,Hetero Unit III Hyderabad IN,Yes,8.8,2014,7,3,31
107-RW-T30,FPQ-14111,SO-48811,DN-3814,Rwanda,PMO - US,From RDC,N/A - From RDC,Truck,2014-12-31,14-Aug-14,15-Aug-14,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,800,6800.0,8.5,0.04,"Aurobindo Unit III, India",Yes,6.99,2014,12,4,31
105-GY-T30,FPQ-14042,SO-48510,DN-3817,Guyana,PMO - US,From RDC,N/A - From RDC,Air,2014-09-30,29-Aug-14,8-Sep-14,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,2238,12846.12,5.74,0.19,"Aurobindo Unit III, India",No,13.21,2014,9,3,30
110-ZM-T30,FPQ-13692,SO-47991,DN-3822,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2014-07-14,3-Sep-14,6-Oct-14,ARV,Pediatric,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Abacavir/Lamivudine,Generic,60/30mg,Tablet - FDC,60,18027,73730.43,4.09,0.07,"Aurobindo Unit III, India",Yes,75.79,2014,7,3,14
103-ZW-T30,FPQ-13967,SO-48431,DN-3824,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2014-11-30,29-Jun-14,4-Aug-14,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,23999,47758.01,1.99,0.03,Mylan (formerly Matrix) Nashik,Yes,49.1,2014,11,4,30
113-ZW-T30,FPQ-13508,SO-47540,DN-3825,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2014-09-30,29-Jun-14,4-Aug-14,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,140000,648200.0,4.63,0.15,Hetero Unit III Hyderabad IN,No,666.35,2014,9,3,30
101-CD-T30,FPQ-14252,SO-48860,DN-3836,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2014-09-24,28-Oct-14,4-Dec-14,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,2725,5940.5,2.18,0.04,Hetero Unit III Hyderabad IN,No,6.11,2014,9,3,24
114-UG-T30,FPQ-13693,SO-47850,DN-3841,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2014-07-31,15-Jul-14,17-Jul-14,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,3426,69273.72,20.22,0.17,ABBVIE Ludwigshafen Germany,Yes,71.21,2014,7,3,31
105-GY-T30,FPQ-14042,SO-48520,DN-3844,Guyana,PMO - US,From RDC,N/A - From RDC,Air,2014-09-30,30-Jul-14,5-Sep-14,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,1603,31595.13,19.71,0.16,Mylan (formerly Matrix) Nashik,No,32.48,2014,9,3,30
111-MZ-T30,FPQ-13123,SO-47080,DN-3828,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-08-29,5-Nov-14,7-Nov-14,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,5232,13027.68,2.49,0.04,"Strides, Bangalore, India.",No,13.39,2014,8,3,29
100-ZM-T30,FPQ-13679,SO-48010,DN-3860,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2014-07-31,23-Sep-14,6-Oct-14,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,5432,61001.36,11.23,0.19,Mylan (formerly Matrix) Nashik,Yes,62.71,2014,7,3,31
110-ZM-T30,FPQ-13221,SO-47206,DN-3876,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2014-08-29,23-Sep-14,6-Oct-14,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,14055,65074.65,4.63,0.15,"Cipla, Kurkumbh, India",Yes,66.9,2014,8,3,29
151-NG-T30,FPQ-13293,SO-47274,DN-3913,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2014-09-30,3-Sep-14,5-Sep-14,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,6,48.66,8.11,0.14,"Aurobindo Unit III, India",Yes,0.05,2014,9,3,30
151-NG-T30,FPQ-13293,SO-47280,DN-3917,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2014-09-30,3-Sep-14,5-Sep-14,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,105344,708965.12,6.73,0.11,"Aurobindo Unit III, India",Yes,728.82,2014,9,3,30
110-ZM-T30,FPQ-13692,SO-47993,DN-3942,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2014-10-31,10-Oct-14,29-Oct-14,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,1240,6919.2,5.58,0.09,"Aurobindo Unit III, India",Yes,7.11,2014,10,4,31
111-MZ-T30,FPQ-14226,SO-48884,DN-3944,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-12-31,28-Oct-14,13-Nov-14,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,80,302.4,3.78,0.13,Hetero Unit III Hyderabad IN,No,0.31,2014,12,4,31
107-RW-T30,FPQ-14111,SO-48770,DN-3948,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,2014-10-15,14-Oct-14,20-Oct-14,ARV,Pediatric,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, dispersible tablets, 60 Tabs",Abacavir/Lamivudine,Generic,60/30mg,Chewable/dispersible tablet - FDC,60,8953,45570.77,5.09,0.08,"Cipla, Patalganga, India",Yes,46.85,2014,10,4,15
110-ZM-T30,FPQ-14162,SO-48672,DN-3950,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2014-10-31,2-Oct-14,22-Oct-14,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,79914,527432.4,6.6,0.11,"Aurobindo Unit III, India",Yes,542.2,2014,10,4,31
110-ZM-T30,FPQ-13692,SO-47990,DN-3951,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2014-10-31,2-Oct-14,22-Oct-14,ARV,Pediatric,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Abacavir/Lamivudine,Generic,60/30mg,Tablet - FDC,60,25000,100000.0,4.0,0.07,Mylan (formerly Matrix) Nashik,No,102.8,2014,10,4,31
111-MZ-T30,FPQ-14226,SO-48885,DN-3957,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-12-31,1-Dec-14,1-Dec-14,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,20673,95922.72,4.64,0.15,Hetero Unit III Hyderabad IN,No,98.61,2014,12,4,31
107-RW-T30,FPQ-13812,SO-48160,DN-3969,Rwanda,PMO - US,From RDC,N/A - From RDC,Truck,2014-10-01,12-Nov-14,13-Nov-14,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,178258,402863.08,2.26,0.04,"Aurobindo Unit III, India",Yes,414.14,2014,10,4,1
101-CD-T30,FPQ-14576,SO-49290,DN-3975,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2015-01-30,18-Feb-15,23-Feb-15,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,800,1592.0,1.99,0.03,"Cipla, Goa, India",No,1.64,2015,1,1,30
151-NG-T30,FPQ-14156,SO-48904,DN-3995,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2014-10-31,30-Oct-14,3-Nov-14,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,76832,500944.64,6.52,0.11,Mylan (formerly Matrix) Nashik,Yes,514.97,2014,10,4,31
151-NG-T30,FPQ-14156,SO-48906,DN-4000,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2014-11-28,30-Oct-14,3-Nov-14,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,7526,41393.0,5.5,0.09,"Aurobindo Unit III, India",Yes,42.55,2014,11,4,28
102-BI-T30,FPQ-14112,SO-48620,DN-4003,Burundi,PMO - US,From RDC,N/A - From RDC,Air,2014-11-20,20-Nov-14,24-Nov-14,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,3240,33210.0,10.25,0.34,"Aurobindo Unit VII, IN",Yes,34.14,2014,11,4,20
